iter	Logloss
168	0.3197502361
169	0.3190529683
170	0.3187002355
171	0.318100653
172	0.3175114042
173	0.317071731
174	0.3166219712
175	0.3159624983
176	0.3153519334
177	0.3149685647
178	0.3143439699
179	0.3138800221
180	0.3132016003
181	0.3123177812
182	0.3114920341
183	0.3108327049
184	0.3102375461
185	0.3095608115
186	0.3090581097
187	0.3087385171
188	0.3082157385
189	0.307764795
190	0.3074214571
191	0.3067317433
192	0.3061871627
193	0.3057686295
194	0.3051078439
195	0.3045574514
196	0.3037151236
197	0.3033807507
198	0.3028144277
199	0.3023343931
200	0.3016391264
201	0.3009741803
202	0.3002640288
203	0.2997763361
204	0.2992876596
205	0.2988040888
206	0.2982077216
207	0.2977567184
208	0.2970866427
209	0.296867489
210	0.2963070089
211	0.2959764867
212	0.2955336857
213	0.2950731453
214	0.294524727
215	0.2938763815
216	0.2934744063
217	0.2931291252
218	0.2926459227
219	0.2924278462
220	0.2922179694
221	0.2918744329
222	0.2916299844
223	0.2913161453
224	0.2910085837
225	0.290532201
226	0.2901445214
227	0.2896982972
228	0.2893384677
229	0.2887650038
230	0.2884707612
231	0.2875310905
232	0.2869474482
233	0.2864990084
234	0.2861079565
235	0.2857577822
236	0.2853059219
237	0.2847329911
238	0.2843661411
239	0.2839487782
240	0.2836443526
241	0.2833460363
242	0.2827135632
243	0.2824222313
244	0.2817776415
245	0.2813987781
246	0.280967257
247	0.2805055274
248	0.2801095984
249	0.2797784332
250	0.2793905071
251	0.2790266414
252	0.2788694932
253	0.2784592244
254	0.2781124676
255	0.2775949544
256	0.2773077466
257	0.2768733544
258	0.2764604674
259	0.2762387869
260	0.2757199794
261	0.2753527302
262	0.274691058
263	0.2744526619
264	0.2741197014
265	0.2739408047
266	0.2733587849
267	0.2729304487
268	0.2725407311
269	0.2722252181
270	0.2716886077
271	0.2713951876
272	0.2710826596
273	0.2707967937
274	0.2704292029
275	0.2701416879
276	0.2696970769
277	0.2692456672
278	0.2688661642
279	0.2685591191
280	0.2682109915
281	0.2675906401
282	0.2672109155
283	0.2667472071
284	0.2663015863
285	0.2659747707
286	0.265582788
287	0.2652901753
288	0.264818039
289	0.2645836999
290	0.2641421948
291	0.2637238277
292	0.2633521381
293	0.2627476432
294	0.2623943561
295	0.2619855286
296	0.2618055474
297	0.261558364
298	0.2611558884
299	0.2609294585
300	0.2606099755
301	0.2603638025
302	0.2601125739
303	0.2598286993
304	0.2596836901
305	0.2594093652
306	0.2590925589
307	0.2587279034
308	0.258396703
309	0.2580127725
310	0.2576593293
311	0.2574672592
312	0.2570118631
313	0.2565505138
314	0.2561045785
315	0.2558298357
316	0.2554034947
317	0.2552299101
318	0.2549622291
319	0.2546909978
320	0.254398454
321	0.2540967797
322	0.2539100576
323	0.2536539777
324	0.2534230252
325	0.2531471786
326	0.2528782224
327	0.2525933592
328	0.2523940603
329	0.2519185857
330	0.2517740538
331	0.2513310032
332	0.2510513386
333	0.2506268167
334	0.2504064282
335	0.2502650327
336	0.2499893267
337	0.2497415853
338	0.2494966916
339	0.2491327108
340	0.2489093278
341	0.2486379504
342	0.2483202931
343	0.2481417324
344	0.2478822614
345	0.2475839684
346	0.2472969564
347	0.2469900692
348	0.2466004271
349	0.2461514146
350	0.2457696926
351	0.2454774432
352	0.2453353708
353	0.2452044054
354	0.2450913498
355	0.2448058402
356	0.2445551114
357	0.2443680321
358	0.2440636049
359	0.2438731233
360	0.24373007
361	0.2434850754
362	0.2431513232
363	0.2429034039
364	0.2425493394
365	0.2422915547
366	0.2421346089
367	0.2418190972
368	0.2413662646
369	0.2410891238
370	0.2407994705
371	0.2404752004
372	0.2403567729
373	0.2400495418
374	0.2398628113
375	0.2396792945
376	0.23949157
377	0.2391434062
378	0.238826258
379	0.2385795614
380	0.2383219402
381	0.2380636341
382	0.2378575252
383	0.2375090044
384	0.2371433914
385	0.2368194249
386	0.2363158578
387	0.2359126275
388	0.2357080347
389	0.2356063029
390	0.2353407757
391	0.2352499312
392	0.2351129456
393	0.2347497602
394	0.2344312609
395	0.2340914992
396	0.2339435203
397	0.2336791585
398	0.233497091
399	0.2331879862
400	0.2329416756
401	0.2326803209
402	0.2323594896
403	0.2321243465
404	0.2318077207
405	0.2316326764
406	0.2312914558
407	0.2309663972
408	0.2306177037
409	0.230404108
410	0.2303164881
411	0.2299980955
412	0.2298004499
413	0.2295857136
414	0.2294035821
415	0.2290941198
416	0.228969365
417	0.2286435443
418	0.228404894
419	0.2279541496
420	0.2276021727
421	0.2273482759
422	0.2270739788
423	0.2269518069
424	0.2267191344
425	0.2265180599
426	0.2262294259
427	0.2259229317
428	0.2255042572
429	0.225295317
430	0.2250398986
431	0.2248790889
432	0.2245972659
433	0.2243916554
434	0.2240983683
435	0.2238993386
436	0.2236090777
437	0.2233476151
438	0.2230168348
439	0.2228124644
440	0.2226072066
441	0.2222844471
442	0.2218840215
443	0.2217010719
444	0.2214106294
445	0.2212181377
446	0.2209642076
447	0.2207046004
448	0.220391114
449	0.2202591856
450	0.2199906621
451	0.2197866913
452	0.219649066
453	0.2195280655
454	0.2193853308
455	0.2191132525
456	0.2188153188
457	0.2185646674
458	0.2183867593
459	0.2182613105
460	0.218019921
461	0.217778408
462	0.2175792111
463	0.2172683023
464	0.2169984726
465	0.2167203489
466	0.2164253787
467	0.2160543043
468	0.215855299
469	0.2156734983
470	0.2154307674
471	0.2151613318
472	0.214838676
473	0.2147400967
474	0.2145836862
475	0.2144223507
476	0.2141777125
477	0.2140526321
478	0.2138223539
479	0.2135672057
480	0.2133911248
481	0.2132580646
482	0.2128953069
483	0.2127295494
484	0.2124626735
485	0.2122350378
486	0.2118985044
487	0.2116537594
488	0.2115363175
489	0.2112167141
490	0.2109064802
491	0.210653482
492	0.2104921557
493	0.2103445896
494	0.2101700527
495	0.2099772923
496	0.209780623
497	0.2096331113
498	0.2093848313
499	0.2091770521
500	0.2088853521
501	0.2087339396
502	0.2085133091
503	0.2082684435
504	0.2080527348
505	0.2078008953
506	0.2075218839
507	0.2073520883
508	0.2072088218
509	0.206973573
510	0.2067874536
511	0.2065944414
512	0.2064059614
513	0.2061812099
514	0.2061057352
515	0.2058759217
516	0.2057532044
517	0.205498547
518	0.2054159748
519	0.2052268562
520	0.2051298163
521	0.2048447553
522	0.2045597427
523	0.2044192604
524	0.2041895243
525	0.2040459962
526	0.2038902774
527	0.2037188189
528	0.2035704218
529	0.2033741385
530	0.203233459
531	0.203059373
532	0.2028698964
533	0.2025787412
534	0.2024444652
535	0.2023382688
536	0.2020408761
537	0.2017715436
538	0.2015450838
539	0.2012728028
540	0.2009344453
541	0.2008527355
542	0.2007351051
543	0.2006331043
544	0.2005391952
545	0.2002827893
546	0.2001557448
547	0.2000053839
548	0.1998101221
549	0.199596962
550	0.1994624421
551	0.1993682295
552	0.1991990752
553	0.1990598405
554	0.1988255473
555	0.1986647013
556	0.1983130524
557	0.1980534451
558	0.1977776118
559	0.197502192
560	0.197396482
561	0.1971875419
562	0.1969044186
563	0.1967658899
564	0.1965082363
565	0.1964089444
566	0.1961147638
567	0.196025262
568	0.1959092295
569	0.1956691987
570	0.1955777938
571	0.1954559221
572	0.1953284984
573	0.1952152629
574	0.1950168869
575	0.1947407188
576	0.1946314251
577	0.1944040829
578	0.1942071892
579	0.1939404274
580	0.1936610781
581	0.1935014818
582	0.1933273262
583	0.1932315321
584	0.1931842663
585	0.1930925912
586	0.1928283903
587	0.1926161877
588	0.1924799665
589	0.1922718298
590	0.1920850981
591	0.1918235118
592	0.1917353563
593	0.1915652642
594	0.1912837316
595	0.1909798786
596	0.1906989444
597	0.1904502769
598	0.1902169498
599	0.1900103962
600	0.1897606327
601	0.1895421273
602	0.1893891346
603	0.1892587359
604	0.1889501703
605	0.1888836197
606	0.1886206566
607	0.1883825991
608	0.1881513946
609	0.1879207406
610	0.1876189513
611	0.1874735074
612	0.1873089446
613	0.1870315776
614	0.1868009279
615	0.1865011669
616	0.1863591745
617	0.1861702587
618	0.1860572663
619	0.1859028424
620	0.1857424213
621	0.1856293076
622	0.1855273095
623	0.1854051791
624	0.1851522551
625	0.1849792444
626	0.1848575672
627	0.1846895127
628	0.1845463384
629	0.1844424764
630	0.1843562605
631	0.1840962717
632	0.1839673915
633	0.1839194349
634	0.1838410254
635	0.1836990316
636	0.1834711948
637	0.1831689925
638	0.1829268988
639	0.1828312605
640	0.1826478255
641	0.1825460261
642	0.1823930481
643	0.1823166645
644	0.1822090134
645	0.1820105194
646	0.1818069359
647	0.1815720131
648	0.1814734965
649	0.1813871495
650	0.1812208103
651	0.1810773583
652	0.181022784
653	0.180877833
654	0.180623382
655	0.1804045529
656	0.1801960268
657	0.1801116447
658	0.1798507946
659	0.1796540208
660	0.1795665951
661	0.1793957394
662	0.179232593
663	0.1790783748
664	0.1787911501
665	0.1786706175
666	0.1785515732
667	0.1784385577
668	0.1782818692
669	0.1780739459
670	0.1779751413
671	0.1777493866
672	0.1775670351
673	0.1774411546
674	0.1772889192
675	0.177220614
676	0.177123097
677	0.1768632342
678	0.1766868321
679	0.1765103611
680	0.1763066871
681	0.1760652203
682	0.1758074092
683	0.1756610899
684	0.1755165007
685	0.1753186437
686	0.1750703462
687	0.1749217633
688	0.1746879925
689	0.1744522506
690	0.1741939221
691	0.1741057627
692	0.1738806586
693	0.1737371145
694	0.1735636361
695	0.1733699159
696	0.1731629193
697	0.1730770615
698	0.1729371802
699	0.1727884476
700	0.1727296652
701	0.1726593332
702	0.1724379519
703	0.1722427959
704	0.1720705636
705	0.1719332507
706	0.171790055
707	0.1715757489
708	0.1714907293
709	0.1713862438
710	0.1711874383
711	0.1709659144
712	0.1707485183
713	0.1707152453
714	0.1705940926
715	0.1705273167
716	0.1704100356
717	0.170244395
718	0.1700650577
719	0.1699301114
720	0.1698574581
721	0.1697687476
722	0.1696793556
723	0.1695892777
724	0.1694169146
725	0.1692904781
726	0.1691212796
727	0.1689441206
728	0.1688062961
729	0.168691255
730	0.1685560336
731	0.1684442488
732	0.1683028091
733	0.168165452
734	0.1680469667
735	0.1679857391
736	0.1678431444
737	0.1676971639
738	0.1676209974
739	0.1674419726
740	0.1672754339
741	0.167107941
742	0.1669682935
743	0.166786221
744	0.1666566285
745	0.1664753101
746	0.1663803519
747	0.1661881157
748	0.1660329999
749	0.1659500448
750	0.1658632168
751	0.1657361307
752	0.1656073267
753	0.1654699804
754	0.1652970022
755	0.165175196
756	0.1650240187
757	0.1648938486
758	0.1647268848
759	0.164650959
760	0.1645394544
761	0.1644665237
762	0.1643145347
763	0.1641750083
764	0.1640070311
765	0.163972788
766	0.1638792582
767	0.16376012
768	0.1636697384
769	0.163545201
770	0.1634877488
771	0.1633414131
772	0.1632116979
773	0.1631021643
774	0.1629202178
775	0.1626963735
776	0.162555203
777	0.1624143868
778	0.1622511844
779	0.1621326398
780	0.1620044571
781	0.161888962
782	0.1617801715
783	0.1615646977
784	0.1613744292
785	0.1612163153
786	0.1611002842
787	0.160978025
788	0.1608241064
789	0.1607060938
790	0.1605795539
791	0.1604884385
792	0.1604332878
793	0.1603282876
794	0.1602007632
795	0.1601065655
796	0.1600078719
797	0.1599034095
798	0.1597778262
799	0.1595899348
800	0.1593890208
801	0.1591898102
802	0.1590273979
803	0.158927347
804	0.1588139287
805	0.158602862
806	0.1584707715
807	0.1583303874
808	0.1582560771
809	0.1581183746
810	0.157986897
811	0.1578463867
812	0.1577337661
813	0.1575789003
814	0.1575423239
815	0.1574286751
816	0.1573288452
817	0.157185878
818	0.1571259896
819	0.1570151349
820	0.1568505
821	0.1566692269
822	0.1565428095
823	0.1564040288
824	0.1562898039
825	0.1561729777
826	0.1561361603
827	0.1560049046
828	0.1559103425
829	0.1558648333
830	0.1556598857
831	0.1555330976
832	0.1553790821
833	0.1552464204
834	0.1550800952
835	0.1550202397
836	0.1548911584
837	0.1547698705
838	0.1546665304
839	0.1545515251
840	0.1543928989
841	0.1542722664
842	0.1541808841
843	0.1540669796
844	0.1538954245
845	0.1537474671
846	0.1536601618
847	0.1535041175
848	0.153392601
849	0.1532885323
850	0.153256036
851	0.1531412859
852	0.1530469789
853	0.15285368
854	0.1527086085
855	0.1526079036
856	0.1524155112
857	0.1522130877
858	0.1520716672
859	0.1519652483
860	0.1518863542
861	0.1517966093
862	0.1517232712
863	0.151558823
864	0.1513988757
865	0.151322047
866	0.1511973945
867	0.1510172349
868	0.150851169
869	0.1507084231
870	0.1506428766
871	0.1504750642
872	0.1503260971
873	0.1502565038
874	0.1501270672
875	0.1501108279
876	0.1500747131
877	0.1498944002
878	0.1497804751
879	0.1497387315
880	0.1495964436
881	0.149502927
882	0.1493236676
883	0.1491319236
884	0.1490421208
885	0.1488887367
886	0.148733174
887	0.1486487489
888	0.1485280809
889	0.1483362733
890	0.1481441174
891	0.1480419476
892	0.1479380625
893	0.1477824918
894	0.1476862597
895	0.1475280953
896	0.1473880893
897	0.1473361018
898	0.1471706424
899	0.1470260108
900	0.1469818515
901	0.1468557631
902	0.1467979653
903	0.1466939353
904	0.1465320447
905	0.1463578711
906	0.1462197507
907	0.1460684155
908	0.1459485783
909	0.1458418583
910	0.1457674686
911	0.1456374511
912	0.1454642373
913	0.1453569218
914	0.1452260318
915	0.1450927069
916	0.1449777508
917	0.1448430054
918	0.1447554399
919	0.1446159184
920	0.1444487822
921	0.1443595186
922	0.1442273104
923	0.1441444385
924	0.1441036826
925	0.1439720711
926	0.1438221927
927	0.1436484496
928	0.1435659257
929	0.1434580865
930	0.1433360287
931	0.1432697029
932	0.1431734224
933	0.1430411437
934	0.1429486042
935	0.1427896559
936	0.1426371497
937	0.1424465066
938	0.1423596033
939	0.1422806643
940	0.1421667027
941	0.1420582582
942	0.1418978883
943	0.1417388291
944	0.1416751101
945	0.141581888
946	0.1414760468
947	0.1413451916
948	0.1412050429
949	0.1411121777
950	0.1409750305
951	0.1408372164
952	0.1407542046
953	0.140639958
954	0.1405975639
955	0.1404467587
956	0.1403391907
957	0.140182212
958	0.1401242673
959	0.1400018477
960	0.139848922
961	0.1397686493
962	0.139600796
963	0.1395064195
964	0.1393949315
965	0.1393287902
966	0.1392234911
967	0.1390833788
968	0.138938438
969	0.1388589942
970	0.1387513811
971	0.1386344278
972	0.1385403901
973	0.1385195069
974	0.1384363553
975	0.1383325734
976	0.1382143887
977	0.1381309951
978	0.1379960733
979	0.1379354741
980	0.1379092958
981	0.137782403
982	0.1376348348
983	0.1375183735
984	0.1374248018
985	0.1373084247
986	0.1372607507
987	0.137165083
988	0.1370626952
989	0.1369234502
990	0.1368176442
991	0.1367475233
992	0.1366896944
993	0.1365361567
994	0.1365097703
995	0.1364738475
996	0.1363003002
997	0.1362229732
998	0.1361446119
999	0.1359961385
